date,origin,destination,currency_code,minimum_price,first_quartile_price,median_price,third_quartile_price,maximum_price,EURMXN=X_Close,EURTRY=X_Close,EURUSD=X_Close
2019-09-22,,,,,,,,,,,
2019-09-23,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,21.41200065612793,6.322249889373779,1.1019041538238525
2019-09-24,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,21.423250198364258,6.287489891052246,1.0993722677230835
2019-09-25,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,21.42180061340332,6.270619869232178,1.1016855239868164
2019-09-26,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,21.43000030517578,6.210549831390381,1.0952903032302856
2019-09-27,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,21.469600677490234,6.187580108642578,1.0922753810882568
2019-09-28,,,,,,,,,,,
2019-09-29,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2019-09-30,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,21.54414939880371,6.193399906158447,1.0942714214324951
2019-10-01,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.50860023498535,6.153409957885742,1.0899657011032104
2019-10-02,,,,,,,,,21.66670036315918,6.251699924468994,1.0934937000274658
2019-10-03,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.699399948120117,6.247600078582764,1.0963709354400635
2019-10-04,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.56800079345703,6.2470197677612305,1.0975382328033447
2019-10-05,,,,,,,,,,,
2019-10-06,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-07,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.452600479125977,6.271249771118164,1.098659634590149
2019-10-08,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.471599578857422,6.403779983520508,1.0972130298614502
2019-10-09,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.50779914855957,6.392159938812256,1.0960105657577515
2019-10-10,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.5314998626709,6.463399887084961,1.0987803936004639
2019-10-11,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.41254997253418,6.431620121002197,1.1011033058166504
2019-10-12,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-13,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-14,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.30583953857422,6.498569965362549,1.1030004024505615
2019-10-15,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.245399475097656,6.532690048217773,1.1029006242752075
2019-10-16,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.219100952148438,6.534110069274902,1.1034727096557617
2019-10-17,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.270000457763672,6.512889862060547,1.107493281364441
2019-10-18,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.350109100341797,6.46697998046875,1.1127183437347412
2019-10-19,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-20,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-21,,,,,,,,,21.33970069885254,6.462600231170654,1.1155734062194824
2019-10-22,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.32179069519043,6.533840179443359,1.1151753664016724
2019-10-23,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.300899505615234,6.454170227050781,1.112928867340088
2019-10-24,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.277000427246094,6.384829998016357,1.1132385730743408
2019-10-25,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.239849090576172,6.400179862976074,1.1103955507278442
2019-10-26,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-27,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2019-10-28,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.117830276489258,6.3900299072265625,1.1084262132644653
2019-10-29,,,,,,,,,21.207700729370117,6.358799934387207,1.1099148988723755
2019-10-30,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.244800567626953,6.390359878540039,1.1114816665649414
2019-10-31,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,21.292400360107422,6.354829788208008,1.1154489517211914
2019-11-01,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.460800170898438,6.367660045623779,1.1157102584838867
2019-11-02,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-11-03,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-11-04,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.324399948120117,6.367670059204102,1.1166571378707886
2019-11-05,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.330949783325195,6.381649971008301,1.1128545999526978
2019-11-06,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.258399963378906,6.368490219116211,1.107419729232788
2019-11-07,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.209999084472656,6.363379955291748,1.1070396900177002
2019-11-08,,,,,,,,,21.045700073242188,6.351900100708008,1.1019697189331055
2019-11-09,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-11-10,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-11-11,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.059900283813477,6.355939865112305,1.102244257926941
2019-11-12,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.103099822998047,6.367549896240234,1.1035456657409668
2019-11-13,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.267499923706055,6.355669975280762,1.1012367010116577
2019-11-14,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.319799423217773,6.33411979675293,1.1013215780258179
2019-11-15,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.29509925842285,6.332590103149414,1.1020498275756836
2019-11-16,,,,,,,,,,,
2019-11-17,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-11-18,,,,,,,,,21.221879959106445,6.347149848937988,1.105509877204895
2019-11-19,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.388269424438477,6.337699890136719,1.1072357892990112
2019-11-20,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.444599151611328,6.313660144805908,1.1080001592636108
2019-11-21,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.582799911499023,6.311950206756592,1.1078859567642212
2019-11-22,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.45199966430664,6.301680088043213,1.1065863370895386
2019-11-23,,,,,,,,,,,
2019-11-24,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-11-25,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.334800720214844,6.300220012664795,1.1022562980651855
2019-11-26,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.409500122070312,6.323910236358643,1.1014429330825806
2019-11-27,,,,,,,,,21.514299392700195,6.344910144805908,1.1022562980651855
2019-11-28,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.518299102783203,6.363450050354004,1.1004853248596191
2019-11-29,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,21.461700439453125,6.337709903717041,1.101176142692566
2019-11-30,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2019-12-01,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-02,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.525299072265625,6.332880020141602,1.1019041538238525
2019-12-03,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.680349349975586,6.359350204467773,1.1079105138778687
2019-12-04,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.674999237060547,6.3610100746154785,1.1085245609283447
2019-12-05,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.54789924621582,6.36752986907959,1.108303427696228
2019-12-06,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.50200080871582,6.383950233459473,1.1105434894561768
2019-12-07,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-08,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-09,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.29210090637207,6.390160083770752,1.105888843536377
2019-12-10,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.277000427246094,6.426390171051025,1.106499433517456
2019-12-11,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.365100860595703,6.436220169067383,1.1092746257781982
2019-12-12,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.279499053955078,6.460000038146973,1.1135857105255127
2019-12-13,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.2460994720459,6.453770160675049,1.1186057329177856
2019-12-14,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-15,,,,,,,,,,,
2019-12-16,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.17289924621582,6.460259914398193,1.1124460697174072
2019-12-17,,,,,,,,,21.08799934387207,6.5134501457214355,1.1136974096298218
2019-12-18,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.093799591064453,6.559780120849609,1.115138053894043
2019-12-19,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.103300094604492,6.58620023727417,1.1115927696228027
2019-12-20,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.044649124145508,6.607500076293945,1.1125946044921875
2019-12-21,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-22,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-23,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,20.98550033569336,6.576240062713623,1.1079840660095215
2019-12-24,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.01300048828125,6.593860149383545,1.109385371208191
2019-12-25,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.034650802612305,6.5993499755859375,1.1090162992477417
2019-12-26,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.036869049072266,6.584099769592285,1.1095454692840576
2019-12-27,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.02440071105957,6.581570148468018,1.110111951828003
2019-12-28,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-29,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2019-12-30,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.05430030822754,6.6513800621032715,1.1182304620742798
2019-12-31,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,21.20680046081543,6.660379886627197,1.120229721069336
2020-01-01,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,21.23080062866211,6.66949987411499,1.1220825910568237
2020-01-02,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,21.212900161743164,6.6728901863098145,1.1220825910568237
2020-01-03,,,,,,,,,21.046199798583984,6.6503801345825195,1.1171437501907349
2020-01-04,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2020-01-05,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2020-01-06,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,21.144399642944336,6.661340236663818,1.1161960363388062
2020-01-07,,,,,,,,,21.097000122070312,6.68209981918335,1.1197994947433472
2020-01-08,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,21.16200065612793,6.663209915161133,1.1154738664627075
2020-01-09,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.920499801635742,6.5605998039245605,1.1113210916519165
2020-01-10,,,,,,,,,20.93494987487793,6.52646017074585,1.1111111640930176
2020-01-11,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2020-01-12,,,,,,,,,,,
2020-01-13,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.89539909362793,6.5323100090026855,1.1116669178009033
2020-01-14,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.936899185180664,6.528659820556641,1.1135733127593994
2020-01-15,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.926700592041016,6.547120094299316,1.113089919090271
2020-01-16,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.959800720214844,6.550270080566406,1.1154004335403442
2020-01-17,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.909799575805664,6.520380020141602,1.1139578819274902
2020-01-18,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2020-01-19,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2020-01-20,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.697900772094727,6.535930156707764,1.1094592809677124
2020-01-21,,,,,,,,,20.71179962158203,6.562039852142334,1.109693169593811
2020-01-22,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.8080997467041,6.5739898681640625,1.108561396598816
2020-01-23,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.748899459838867,6.56620979309082,1.1096439361572266
2020-01-24,,,,,,,,,20.738300323486328,6.55003023147583,1.1055220365524292
2020-01-25,,,,,,,,,,,
2020-01-26,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2020-01-27,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.796199798583984,6.554890155792236,1.1025358438491821
2020-01-28,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.816999435424805,6.545259952545166,1.101976990699768
2020-01-29,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.637500762939453,6.545149803161621,1.1022562980651855
2020-01-30,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.59023094177246,6.560309886932373,1.1016855239868164
2020-01-31,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,20.727519989013672,6.58853006362915,1.1029127836227417
2020-02-01,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-02,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-03,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.924100875854492,6.62578010559082,1.1089794635772705
2020-02-04,,,,,,,,,20.827800750732422,6.6176300048828125,1.1062926054000854
2020-02-05,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.621299743652344,6.600900173187256,1.1047282218933105
2020-02-06,,,,,,,,,20.461599349975586,6.584050178527832,1.1002310514450073
2020-02-07,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.47949981689453,6.572700023651123,1.0982975959777832
2020-02-08,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-09,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-10,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.583499908447266,6.555409908294678,1.0949305295944214
2020-02-11,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.40519905090332,6.55210018157959,1.0913456678390503
2020-02-12,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.36709976196289,6.568649768829346,1.091941475868225
2020-02-13,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.2716007232666,6.5704498291015625,1.0875948667526245
2020-02-14,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.17314910888672,6.548349857330322,1.0845986604690552
2020-02-15,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-16,,,,,,,,,,,
2020-02-17,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.10235023498535,6.56466007232666,1.0841753482818604
2020-02-18,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.114700317382812,6.548980236053467,1.0840108394622803
2020-02-19,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.06570053100586,6.542250156402588,1.079540491104126
2020-02-20,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.067399978637695,6.573639869689941,1.081009864807129
2020-02-21,,,,,,,,,20.344900131225586,6.582880020141602,1.078799843788147
2020-02-22,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-23,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-02-24,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.60260009765625,6.623000144958496,1.0839051008224487
2020-02-25,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.66860008239746,6.632730007171631,1.0849199295043945
2020-02-26,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.7485294342041,6.688739776611328,1.0881996154785156
2020-02-27,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,20.992700576782227,6.70290994644165,1.0885894298553467
2020-02-28,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,21.399900436401367,6.825270175933838,1.0997228622436523
2020-02-29,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2020-03-01,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-02,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,21.9060001373291,6.904290199279785,1.1051311492919922
2020-03-03,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,21.631999969482422,6.870059967041016,1.1144047975540161
2020-03-04,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,21.728200912475586,6.8288798332214355,1.118067979812622
2020-03-05,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,21.751699447631836,6.775839805603027,1.113908290863037
2020-03-06,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,22.25065040588379,6.847959995269775,1.1223849058151245
2020-03-07,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-08,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-09,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,23.978069305419922,6.940999984741211,1.1386020183563232
2020-03-10,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,23.71780014038086,7.015820026397705,1.1397960186004639
2020-03-11,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,23.524900436401367,6.982800006866455,1.1316505670547485
2020-03-12,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.13249969482422,7.001039981842041,1.1261515617370605
2020-03-13,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.567100524902344,7.058340072631836,1.1184931993484497
2020-03-14,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-15,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-16,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.31920051574707,7.005780220031738,1.115536093711853
2020-03-17,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.242599487304688,7.170959949493408,1.1163206100463867
2020-03-18,,,,,,,,,25.287900924682617,7.044680118560791,1.101552128791809
2020-03-19,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.920299530029297,7.082580089569092,1.0961546897888184
2020-03-20,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.626300811767578,6.970200061798096,1.0657345056533813
2020-03-21,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-22,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-23,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,26.478300094604492,7.013010025024414,1.0694386959075928
2020-03-24,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,27.278799057006836,7.043000221252441,1.0764610767364502
2020-03-25,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,26.768199920654297,6.95359992980957,1.080263614654541
2020-03-26,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,26.14940071105957,6.980629920959473,1.0889569520950317
2020-03-27,,,,,,,,,25.68120002746582,7.059000015258789,1.1048258543014526
2020-03-28,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-29,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2020-03-30,,,,,,,,,26.283199310302734,7.194540023803711,1.113908290863037
2020-03-31,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,26.284900665283203,7.240449905395508,1.1030466556549072
2020-04-01,,,,,,,,,26.203399658203125,7.288050174713135,1.102657437324524
2020-04-02,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.521799087524414,7.345009803771973,1.0953621864318848
2020-04-03,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.295000076293945,7.18936014175415,1.0847399234771729
2020-04-04,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2020-04-05,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2020-04-06,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,27.30459976196289,7.279129981994629,1.0806955099105835
2020-04-07,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.515390396118164,7.304369926452637,1.0803803205490112
2020-04-08,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.48509979248047,7.361830234527588,1.0895144939422607
2020-04-09,,,,,,,,,26.062999725341797,7.365029811859131,1.0863661766052246
2020-04-10,,,,,,,,,25.872800827026367,7.309160232543945,1.0927408933639526
2020-04-11,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2020-04-12,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2020-04-13,,,,,,,,,25.64069938659668,7.341159820556641,1.0932666063308716
2020-04-14,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,25.765600204467773,7.387929916381836,1.0922993421554565
2020-04-15,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,25.66939926147461,7.484250068664551,1.098538875579834
2020-04-16,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.431699752807617,7.523099899291992,1.0905101299285889
2020-04-17,,,,,,,,,25.805099487304688,7.506269931793213,1.0858471393585205
2020-04-18,,,,,,,,,,,
2020-04-19,,,,,,,,,,,
2020-04-20,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.10740089416504,7.493390083312988,1.0866966247558594
2020-04-21,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.084999084472656,7.539000034332275,1.0864840745925903
2020-04-22,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.456300735473633,7.569530010223389,1.0856467485427856
2020-04-23,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.46310043334961,7.5423102378845215,1.080964207649231
2020-04-24,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.694000244140625,7.4852399826049805,1.077702283859253
2020-04-25,,,,,,,,,,,
2020-04-26,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2020-04-27,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,27.044099807739258,7.515900135040283,1.08236825466156
2020-04-28,,,,,,,,,26.802000045776367,7.561800003051758,1.0824854373931885
2020-04-29,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,26.319700241088867,7.564340114593506,1.0836584568023682
2020-04-30,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,25.83060073852539,7.5517802238464355,1.087725043296814
2020-05-01,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,26.5093994140625,7.647900104522705,1.094546914100647
2020-05-02,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-03,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-04,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,27.215599060058594,7.68956995010376,1.0959625244140625
2020-05-05,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,26.273300170898438,7.6808600425720215,1.0904293060302734
2020-05-06,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.985700607299805,7.676459789276123,1.0838581323623657
2020-05-07,,,,,,,,,26.384950637817383,7.785289764404297,1.0798553228378296
2020-05-08,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,26.0314998626709,7.681240081787109,1.0837171077728271
2020-05-09,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-10,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-11,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.617900848388672,7.678999900817871,1.0839520692825317
2020-05-12,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.854700088500977,7.629570007324219,1.080940842628479
2020-05-13,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,26.428369522094727,7.587540149688721,1.0846810340881348
2020-05-14,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,26.171600341796875,7.5447998046875,1.08236825466156
2020-05-15,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.783199310302734,7.48022985458374,1.0806955099105835
2020-05-16,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-17,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-18,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.893299102783203,7.446660041809082,1.0821340084075928
2020-05-19,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.900699615478516,7.502679824829102,1.0915124416351318
2020-05-20,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.856800079345703,7.405739784240723,1.0927767753601074
2020-05-21,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.481199264526367,7.444439888000488,1.0982975959777832
2020-05-22,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,25.040800094604492,7.42834997177124,1.0952903032302856
2020-05-23,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-24,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-25,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.720470428466797,7.426700115203857,1.0907801389694214
2020-05-26,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.58300018310547,7.426799774169922,1.0902997255325317
2020-05-27,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.38479995727539,7.393700122833252,1.0981770753860474
2020-05-28,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.578699111938477,7.464019775390625,1.1016855239868164
2020-05-29,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.61050033569336,7.5455498695373535,1.1079105138778687
2020-05-30,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-05-31,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2020-06-01,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.659799575805664,7.5722198486328125,1.1118524074554443
2020-06-02,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.53619956970215,7.568990230560303,1.1125946044921875
2020-06-03,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.312400817871094,7.4913201332092285,1.118943691253662
2020-06-04,,,,,,,,,24.401220321655273,7.551310062408447,1.1235954761505127
2020-06-05,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.828500747680664,7.647339820861816,1.1337867975234985
2020-06-06,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2020-06-07,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2020-06-08,,,,,,,,,24.307199478149414,7.648709774017334,1.1319515705108643
2020-06-09,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.28860092163086,7.657090187072754,1.1305567026138306
2020-06-10,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.801700592041016,7.691259860992432,1.1332215070724487
2020-06-11,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.97640037536621,7.694270133972168,1.1365444660186768
2020-06-12,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.797000885009766,7.71707010269165,1.1288082599639893
