date,origin,destination,currency_code,minimum_price,first_quartile_price,median_price,third_quartile_price,maximum_price,EURMXN=X_Close,EURTRY=X_Close,EURUSD=X_Close
2020-06-13,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2020-06-14,,,,,,,,,,,
2020-06-15,,,,,,,,,25.302099227905273,7.669650077819824,1.1252011060714722
2020-06-16,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.117900848388672,7.733630180358887,1.1337740421295166
2020-06-17,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.086299896240234,7.695280075073242,1.1265701055526733
2020-06-18,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.125999450683594,7.6813201904296875,1.1242902278900146
2020-06-19,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.41659927368164,7.6805500984191895,1.1211000680923462
2020-06-20,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2020-06-21,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2020-06-22,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.305700302124023,7.65349006652832,1.1177555322647095
2020-06-23,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.259769439697266,7.716619968414307,1.1279679536819458
2020-06-24,,,,,,,,,25.325899124145508,7.744510173797607,1.1312345266342163
2020-06-25,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.638399124145508,7.706930160522461,1.1250872611999512
2020-06-26,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.437000274658203,7.6867499351501465,1.1222084760665894
2020-06-27,,,,,,,,,,,
2020-06-28,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2020-06-29,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.87310028076172,7.6880202293396,1.1225864887237549
2020-06-30,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,25.930599212646484,7.705880165100098,1.1247202157974243
2020-07-01,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.854000091552734,7.695350170135498,1.1235954761505127
2020-07-02,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.552099227905273,7.700719833374023,1.1251378059387207
2020-07-03,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.253000259399414,7.696720123291016,1.1237848997116089
2020-07-04,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2020-07-05,,,,,,,,,,,
2020-07-06,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.175800323486328,7.717010021209717,1.1247202157974243
2020-07-07,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.252899169921875,7.756209850311279,1.1312856674194336
2020-07-08,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.705900192260742,7.72681999206543,1.1275228261947632
2020-07-09,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.71540069580078,7.7748799324035645,1.1339154243469238
2020-07-10,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.525699615478516,7.740530014038086,1.1287955045700073
2020-07-11,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2020-07-12,,,,,,,,,,,
2020-07-13,,,,,,,,,25.43280029296875,7.761340141296387,1.1310042142868042
2020-07-14,,,,,,,,,25.777599334716797,7.777450084686279,1.134549617767334
2020-07-15,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.568899154663086,7.831240177154541,1.1410704851150513
2020-07-16,,,,,,,,,25.490999221801758,7.827499866485596,1.1417193412780762
2020-07-17,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.522899627685547,7.807330131530762,1.139211654663086
2020-07-18,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2020-07-19,,,,,,,,,,,
2020-07-20,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.735200881958008,7.8434600830078125,1.1442956924438477
2020-07-21,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.76420021057129,7.851950168609619,1.1458691358566284
2020-07-22,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.731599807739258,7.873650074005127,1.15340256690979
2020-07-23,,,,,,,,,25.872900009155273,7.912710189819336,1.1568717956542969
2020-07-24,,,,,,,,,26.07670021057129,7.926139831542969,1.1596084833145142
2020-07-25,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2020-07-26,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2020-07-27,,,,,,,,,25.983299255371094,7.974339962005615,1.1652567386627197
2020-07-28,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.829259872436523,8.098030090332031,1.1769275665283203
2020-07-29,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.71820068359375,8.128780364990234,1.171879529953003
2020-07-30,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,25.903099060058594,8.219650268554688,1.1782865524291992
2020-07-31,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,26.12820053100586,8.26842975616455,1.1872254610061646
2020-08-01,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-02,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-03,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.240800857543945,8.210729598999023,1.1782310009002686
2020-08-04,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.62470054626465,8.186739921569824,1.1763322353363037
2020-08-05,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.749399185180664,8.182840347290039,1.181544303894043
2020-08-06,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.554000854492188,8.371700286865234,1.187281847000122
2020-08-07,,,,,,,,,26.601299285888672,8.576950073242188,1.1876484155654907
2020-08-08,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-09,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-10,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.395999908447266,8.600069999694824,1.1782727241516113
2020-08-11,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.37339973449707,8.601059913635254,1.1737778186798096
2020-08-12,,,,,,,,,26.317100524902344,8.478170394897461,1.1736538410186768
2020-08-13,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.360599517822266,8.631970405578613,1.179380178451538
2020-08-14,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.190200805664062,8.66353988647461,1.1816558837890625
2020-08-15,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-16,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-17,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.01030921936035,8.728730201721191,1.1852554082870483
2020-08-18,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.30900001525879,8.755510330200195,1.1876484155654907
2020-08-19,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.44070053100586,8.798990249633789,1.1947859525680542
2020-08-20,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.26300048828125,8.617919921875,1.1843500137329102
2020-08-21,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.21769905090332,8.658679962158203,1.1873664855957031
2020-08-22,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-23,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-24,,,,,,,,,25.909099578857422,8.59375,1.1798018217086792
2020-08-25,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,25.928699493408203,8.695050239562988,1.1794538497924805
2020-08-26,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,25.92650032043457,8.749329566955566,1.183501958847046
2020-08-27,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,25.966039657592773,8.710709571838379,1.1842728853225708
2020-08-28,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,26.162500381469727,8.675959587097168,1.1819632053375244
2020-08-29,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-30,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2020-08-31,,,,,,,,,25.92020034790039,8.705490112304688,1.1918240785598755
2020-09-01,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,26.191999435424805,8.77184009552002,1.193901538848877
2020-09-02,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.941999435424805,8.774239540100098,1.1923214197158813
2020-09-03,,,,,,,,,25.738920211791992,8.728349685668945,1.184735894203186
2020-09-04,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.700199127197266,8.787050247192383,1.1839784383773804
2020-09-05,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-06,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-07,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.505300521850586,8.771289825439453,1.183445930480957
2020-09-08,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.537019729614258,8.799010276794434,1.1821727752685547
2020-09-09,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.736799240112305,8.798979759216309,1.177024483680725
2020-09-10,,,,,,,,,25.243900299072266,8.815290451049805,1.1806375980377197
2020-09-11,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.346099853515625,8.801159858703613,1.1824384927749634
2020-09-12,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-13,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-14,,,,,,,,,25.180200576782227,8.838129997253418,1.1842728853225708
2020-09-15,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.01133918762207,8.8751802444458,1.187000036239624
2020-09-16,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.054500579833984,8.865889549255371,1.1844412088394165
2020-09-17,,,,,,,,,24.76110076904297,8.84175968170166,1.1803449392318726
2020-09-18,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,24.752599716186523,8.938460350036621,1.1848200559616089
2020-09-19,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-20,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-21,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.00950050354004,8.954279899597168,1.1845533847808838
2020-09-22,,,,,,,,,25.110000610351562,8.960339546203613,1.176800012588501
2020-09-23,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.372800827026367,8.977749824523926,1.1708368062973022
2020-09-24,,,,,,,,,26.11400032043457,8.961230278015137,1.1658544540405273
2020-09-25,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.84391975402832,8.885049819946289,1.1673243045806885
2020-09-26,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-27,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2020-09-28,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,25.955799102783203,8.916159629821777,1.1635348796844482
2020-09-29,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,26.114299774169922,9.085980415344238,1.167883276939392
2020-09-30,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,26.27869987487793,9.159239768981934,1.1742050647735596
2020-10-01,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.8882999420166,9.034279823303223,1.1726078987121582
2020-10-02,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.65489959716797,9.086640357971191,1.1744946241378784
2020-10-03,,,,,,,,,,,
2020-10-04,,,,,,,,,,,
2020-10-05,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.324800491333008,9.059020042419434,1.1720443964004517
2020-10-06,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.208349227905273,9.146089553833008,1.1792453527450562
2020-10-07,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.45479965209961,9.140780448913574,1.1737639904022217
2020-10-08,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.250080108642578,9.262689590454102,1.176747441291809
2020-10-09,,,,,,,,,25.127300262451172,9.34689998626709,1.1767003536224365
2020-10-10,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2020-10-11,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2020-10-12,,,,,,,,,24.98900032043457,9.273590087890625,1.181683897972107
2020-10-13,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.04520034790039,9.314290046691895,1.1816140413284302
2020-10-14,,,,,,,,,25.04892921447754,9.300089836120605,1.1742188930511475
2020-10-15,,,,,,,,,25.04191017150879,9.2878999710083,1.1743981838226318
2020-10-16,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.916000366210938,9.282270431518555,1.1707134246826172
2020-10-17,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2020-10-18,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2020-10-19,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.71980094909668,9.270979881286621,1.1715501546859741
2020-10-20,,,,,,,,,24.940799713134766,9.261759757995605,1.176885962486267
2020-10-21,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.96489906311035,9.295949935913086,1.1829839944839478
2020-10-22,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,25.069440841674805,9.260749816894531,1.1853959560394287
2020-10-23,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.77050018310547,9.382209777832031,1.1815024614334106
2020-10-24,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2020-10-25,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2020-10-26,,,,,,,,,24.765499114990234,9.446840286254883,1.1848480701446533
2020-10-27,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.75589942932129,9.55366039276123,1.1809443235397339
2020-10-28,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.778099060058594,9.655839920043945,1.1784114837646484
2020-10-29,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.96179962158203,9.709630012512207,1.1748672723770142
2020-10-30,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.94260025024414,9.688650131225586,1.1678695678710938
2020-10-31,,,,,,,,,,,
2020-11-01,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-02,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.76580047607422,9.736189842224121,1.1642121076583862
2020-11-03,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.877599716186523,9.82334041595459,1.1642799377441406
2020-11-04,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.741100311279297,9.881999969482422,1.176221489906311
2020-11-05,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.575000762939453,9.898639678955078,1.17326819896698
2020-11-06,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.525699615478516,9.949090003967285,1.1817537546157837
2020-11-07,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-08,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-09,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.402999877929688,10.030989646911621,1.1893010139465332
2020-11-10,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.04400062561035,9.593799591064453,1.182732105255127
2020-11-11,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.03219985961914,9.63008975982666,1.1818794012069702
2020-11-12,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.104900360107422,9.16759967803955,1.1780297756195068
2020-11-13,,,,,,,,,24.319700241088867,9.046409606933594,1.1803393363952637
2020-11-14,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-15,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-16,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.097299575805664,9.025449752807617,1.1845253705978394
2020-11-17,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.02560043334961,9.117500305175781,1.1859441995620728
2020-11-18,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.058700561523438,9.104280471801758,1.186366319656372
2020-11-19,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.0664005279541,9.11122989654541,1.1847639083862305
2020-11-20,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.02199935913086,8.924150466918945,1.1866477727890015
2020-11-21,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-22,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-23,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.833900451660156,9.035579681396484,1.1866477727890015
2020-11-24,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.806100845336914,9.32433032989502,1.1842728853225708
2020-11-25,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.825000762939453,9.510160446166992,1.1900511980056763
2020-11-26,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.797000885009766,9.461999893188477,1.1920002698898315
2020-11-27,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.872400283813477,9.373319625854492,1.191599726676941
2020-11-28,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-29,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2020-11-30,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.986600875854492,9.357939720153809,1.1971460580825806
2020-12-01,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.066999435424805,9.341950416564941,1.193816065788269
2020-12-02,,,,,,,,,24.17650032043457,9.441309928894043,1.2074378728866577
2020-12-03,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.22089958190918,9.510080337524414,1.2114603519439697
2020-12-04,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.167600631713867,9.44696044921875,1.2145650386810303
2020-12-05,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2020-12-06,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2020-12-07,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,23.975799560546875,9.455750465393066,1.212135910987854
2020-12-08,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.09320068359375,9.443900108337402,1.2113136053085327
2020-12-09,,,,,,,,,23.959150314331055,9.456100463867188,1.2110936641693115
2020-12-10,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.010400772094727,9.44225025177002,1.207875370979309
2020-12-11,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.291900634765625,9.570409774780273,1.2144293785095215
2020-12-12,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2020-12-13,,,,,,,,,,,
2020-12-14,,,,,,,,,24.359800338745117,9.529879570007324,1.213340401649475
2020-12-15,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.573699951171875,9.531669616699219,1.214889645576477
2020-12-16,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.220399856567383,9.514650344848633,1.2154301404953003
2020-12-17,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.234800338745117,9.506349563598633,1.2199585437774658
2020-12-18,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.31909942626953,9.435210227966309,1.226271629333496
2020-12-19,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2020-12-20,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2020-12-21,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.54560089111328,9.355230331420898,1.221612811088562
2020-12-22,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.464000701904297,9.35925006866455,1.2236906290054321
2020-12-23,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.498699188232422,9.32660961151123,1.2186651229858398
2020-12-24,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.456499099731445,9.305219650268555,1.2191405296325684
2020-12-25,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.211650848388672,9.22227954864502,1.2184720039367676
2020-12-26,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2020-12-27,,,,,,,,,,,
2020-12-28,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.250200271606445,9.240269660949707,1.2205095291137695
2020-12-29,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.44729995727539,9.084549903869629,1.2223445177078247
2020-12-30,,,,,,,,,24.42340087890625,9.04856014251709,1.225295066833496
2020-12-31,,,,,,,,,24.464399337768555,9.060379981994629,1.2299896478652954
2021-01-01,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.290000915527344,9.084699630737305,1.218026876449585
2021-01-02,,,,,,,,,,,
2021-01-03,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-04,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.3125,9.105680465698242,1.2250697612762451
2021-01-05,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.431900024414062,9.088820457458496,1.2251598834991455
2021-01-06,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.478900909423828,9.081769943237305,1.230027437210083
2021-01-07,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.252700805664062,9.006139755249023,1.2341108322143555
2021-01-08,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.551000595092773,8.998499870300293,1.227144479751587
2021-01-09,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-10,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-11,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.431699752807617,8.963089942932129,1.2186205387115479
2021-01-12,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.396299362182617,9.091500282287598,1.2160701751708984
2021-01-13,,,,,,,,,24.1653995513916,9.091400146484375,1.2208894491195679
2021-01-14,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.118999481201172,9.00059986114502,1.2162491083145142
2021-01-15,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,23.965499877929688,8.948639869689941,1.2151259183883667
2021-01-16,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-17,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-18,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,23.945600509643555,8.98705005645752,1.2068113088607788
2021-01-19,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,23.786800384521484,9.02791976928711,1.207729458808899
2021-01-20,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,23.849000930786133,9.061829566955566,1.2138868570327759
2021-01-21,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,23.727399826049805,8.981459617614746,1.2115631103515625
2021-01-22,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.010499954223633,8.962420463562012,1.2166293859481812
2021-01-23,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-24,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-25,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.267499923706055,9.025979995727539,1.216944694519043
2021-01-26,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.413700103759766,8.994020462036133,1.214624047279358
2021-01-27,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,24.325349807739258,8.93513011932373,1.216299295425415
2021-01-28,,,,,,,,,24.60700035095215,8.955249786376953,1.2105072736740112
2021-01-29,,,,,,,,,24.544300079345703,8.902569770812988,1.2120037078857422
2021-01-30,MAD,IST,USD,90.9,414.03,432.05,450.17,513.21,,,
2021-01-31,,,,,,,,,,,
2021-02-01,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.858400344848633,8.824990272521973,1.2123857736587524
2021-02-02,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.580299377441406,8.678030014038086,1.2068694829940796
2021-02-03,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.242300033569336,8.658780097961426,1.203905463218689
2021-02-04,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.316499710083008,8.611419677734375,1.2042388916015625
2021-02-05,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.39550018310547,8.537210464477539,1.1966731548309326
2021-02-06,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2021-02-07,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2021-02-08,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.230199813842773,8.500100135803223,1.2048773765563965
2021-02-09,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.227399826049805,8.530200004577637,1.2053595781326294
2021-02-10,,,,,,,,,24.33449935913086,8.559000015258789,1.2119992971420288
2021-02-11,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.273000717163086,8.543990135192871,1.2121212482452393
2021-02-12,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.219100952148438,8.52593994140625,1.2131506204605103
2021-02-13,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2021-02-14,,,,,,,,,,,
2021-02-15,,,,,,,,,24.1653995513916,8.52046012878418,1.2122093439102173
2021-02-16,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.2185001373291,8.441969871520996,1.2132196426391602
2021-02-17,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.456300735473633,8.441590309143066,1.2092483043670654
2021-02-18,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.346200942993164,8.387260437011719,1.2048004865646362
2021-02-19,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.555099487304688,8.421699523925781,1.209189772605896
2021-02-20,,,,,,,,,,,
2021-02-21,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2021-02-22,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.842300415039062,8.461910247802734,1.2126356363296509
2021-02-23,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,25.23390007019043,8.53573989868164,1.2166796922683716
2021-02-24,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.92959976196289,8.640850067138672,1.215214490890503
2021-02-25,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,24.799999237060547,8.720800399780273,1.2171372175216675
2021-02-26,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,25.427000045776367,8.904669761657715,1.2160420417785645
2021-02-27,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2021-02-28,MAD,IST,USD,90.9,419.92,433.56,457.06,540.76,,,
2021-03-01,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.131000518798828,8.9612398147583,1.208956003189087
2021-03-02,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.883399963378906,8.757920265197754,1.2051095962524414
2021-03-03,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.89715003967285,8.878450393676758,1.208546757698059
2021-03-04,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.251800537109375,8.9824800491333,1.2050660848617554
2021-03-05,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.2903995513916,8.985899925231934,1.1967735290527344
2021-03-06,,,,,,,,,,,
2021-03-07,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-08,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.347200393676758,8.952899932861328,1.1925631761550903
2021-03-09,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,25.470699310302734,9.191349983215332,1.185171127319336
2021-03-10,,,,,,,,,25.208799362182617,9.045289993286133,1.1897906064987183
